ID_Transaction,Client_ID,Categorie,Prix_Unitaire,Quantite,Ville
TX-00092270,USR-10127,Sports,1143.22,5,Marseille
TX-00092271,USR-22275,Alimentation,642.73,4,Marseille
TX-00092272,USR-27989,Alimentation,711.72,5,Toulouse
TX-00092273,USR-51207,Maison,551.22,3,Bordeaux
TX-00092274,USR-93431,Mode,5.44,2,Bordeaux
TX-00092275,USR-74534,Sports,597.93,4,Lille
TX-00092276,USR-54675,Mode,21.69,4,Bordeaux
TX-00092277,USR-18075,Alimentation,231.52,2,Marseille
TX-00092278,USR-41947,Électronique,839.53,5,Lille
TX-00092279,USR-44318,Électronique,894.19,2,Bordeaux
TX-00092280,USR-14291,Électronique,709.28,4,Nantes
TX-00092281,USR-14682,Électronique,710.58,2,Marseille
TX-00092282,USR-92845,Alimentation,856.73,4,Paris
TX-00092283,USR-37257,Maison,1135.82,3,Paris
TX-00092284,USR-45130,Sports,699.34,5,Bordeaux
TX-00092285,USR-70231,Alimentation,547.85,4,Marseille
TX-00092286,USR-17135,Sports,777.45,3,Lille
TX-00092287,USR-47795,Sports,955.36,1,Lille
TX-00092288,USR-92269,Mode,891.82,2,Bordeaux
TX-00092289,USR-55457,Électronique,186.99,4,Lyon
TX-00092290,USR-53790,Sports,1150.13,5,Toulouse
TX-00092291,USR-66206,Électronique,866.21,3,Bordeaux
TX-00092292,USR-13736,Électronique,327.99,2,Bordeaux
TX-00092293,USR-21756,Électronique,36.17,3,Nantes
TX-00092294,USR-84833,Mode,30.39,2,Lille
TX-00092295,USR-69981,Sports,688.74,3,Bordeaux
TX-00092296,USR-20224,Électronique,1140.13,1,Lyon
TX-00092297,USR-91217,Mode,1075.74,3,Nantes
TX-00092298,USR-32455,Sports,1146.09,4,Bordeaux
TX-00092299,USR-64515,Sports,662.06,5,Lyon
TX-00092300,USR-82116,Sports,470.22,1,Paris
TX-00092301,USR-98838,Maison,390.84,5,Toulouse
TX-00092302,USR-48851,Sports,201.33,5,Lyon
TX-00092303,USR-66483,Électronique,341.59,2,Marseille
TX-00092304,USR-41894,Maison,769.31,5,Bordeaux
TX-00092305,USR-50697,Électronique,377.7,3,Lyon
TX-00092306,USR-58471,Maison,507.49,2,Nantes
TX-00092307,USR-86795,Électronique,35.01,5,Bordeaux
TX-00092308,USR-12445,Sports,53.24,1,Marseille
TX-00092309,USR-30366,Maison,579.65,2,Paris
TX-00092310,USR-42703,Alimentation,1080.04,1,Lille
TX-00092311,USR-77696,Électronique,206.37,2,Bordeaux
TX-00092312,USR-28577,Alimentation,110.11,4,Lille
TX-00092313,USR-64837,Alimentation,949.75,3,Lyon
TX-00092314,USR-86528,Alimentation,348.42,1,Nantes
TX-00092315,USR-58628,Mode,961.41,4,Paris
TX-00092316,USR-67662,Maison,746.08,4,Toulouse
TX-00092317,USR-13076,Maison,1136.59,2,Lille
TX-00092318,USR-60081,Mode,471.58,1,Toulouse
TX-00092319,USR-21735,Alimentation,181.17,4,Bordeaux
TX-00092320,USR-94030,Maison,1092.67,4,Paris
TX-00092321,USR-36374,Électronique,465.28,2,Nantes
TX-00092322,USR-24823,Maison,477.45,5,Paris
TX-00092323,USR-61909,Sports,1021.18,5,Nantes
TX-00092324,USR-12826,Maison,1160.36,3,Bordeaux
TX-00092325,USR-87194,Mode,1113.07,1,Marseille
TX-00092326,USR-61194,Alimentation,1178.06,4,Lyon
TX-00092327,USR-41013,Alimentation,863.72,4,Toulouse
TX-00092328,USR-22593,Alimentation,1000.37,5,Bordeaux
TX-00092329,USR-82768,Électronique,714.56,4,Marseille
TX-00092330,USR-39607,Alimentation,857.48,3,Lyon
TX-00092331,USR-85300,Électronique,623.58,3,Paris
TX-00092332,USR-56172,Maison,1117.33,3,Lyon
TX-00092333,USR-11572,Électronique,867.55,4,Paris
TX-00092334,USR-34084,Électronique,1101.97,3,Lyon
TX-00092335,USR-39909,Mode,733.86,1,Marseille
TX-00092336,USR-27905,Maison,800.18,2,Nantes
TX-00092337,USR-76667,Mode,1126.62,2,Marseille
TX-00092338,USR-99219,Alimentation,916.07,1,Lille
TX-00092339,USR-80161,Alimentation,722.04,2,Nantes
TX-00092340,USR-43429,Alimentation,426.9,5,Bordeaux
TX-00092341,USR-18382,Électronique,973.04,3,Lyon
TX-00092342,USR-64881,Électronique,707.06,1,Nantes
TX-00092343,USR-19663,Maison,1178.66,4,Nantes
TX-00092344,USR-37630,Électronique,1096.19,4,Bordeaux
TX-00092345,USR-65009,Sports,185.2,1,Marseille
TX-00092346,USR-71768,Électronique,6.82,3,Bordeaux
TX-00092347,USR-70323,Mode,1001.22,2,Toulouse
TX-00092348,USR-54206,Sports,722.91,3,Toulouse
TX-00092349,USR-95198,Maison,194.99,4,Nantes
TX-00092350,USR-56252,Sports,751.51,5,Bordeaux
TX-00092351,USR-38205,Sports,938.73,4,Lille
TX-00092352,USR-73052,Mode,786.67,3,Marseille
TX-00092353,USR-69092,Maison,1002.32,3,Nantes
TX-00092354,USR-53039,Alimentation,1025.38,3,Lille
TX-00092355,USR-43832,Sports,1179.81,2,Marseille
TX-00092356,USR-38525,Maison,1168.43,2,Bordeaux
TX-00092357,USR-69390,Sports,538.04,2,Lyon
TX-00092358,USR-47949,Sports,616.06,5,Lyon
TX-00092359,USR-74520,Sports,253.89,4,Marseille
TX-00092360,USR-43416,Maison,668.67,4,Paris
TX-00092361,USR-27067,Électronique,989.9,3,Toulouse
TX-00092362,USR-15143,Mode,980.64,4,Marseille
TX-00092363,USR-54754,Mode,635.85,3,Lyon
TX-00092364,USR-40149,Maison,533.0,3,Marseille
TX-00092365,USR-56900,Maison,740.98,4,Nantes
TX-00092366,USR-72104,Alimentation,386.87,1,Marseille
TX-00092367,USR-72420,Maison,773.61,1,Bordeaux
TX-00092368,USR-63346,Électronique,446.99,2,Lille
TX-00092369,USR-35670,Sports,851.23,4,Paris
TX-00092370,USR-47846,Maison,1174.68,3,Lille
TX-00092371,USR-85337,Mode,688.03,4,Lille
TX-00092372,USR-69180,Maison,1093.71,5,Marseille
TX-00092373,USR-16326,Mode,785.49,4,Paris
TX-00092374,USR-18468,Sports,958.5,2,Paris
TX-00092375,USR-16919,Sports,1108.52,4,Toulouse
TX-00092376,USR-38624,Mode,738.65,3,Nantes
TX-00092377,USR-30630,Électronique,1016.18,2,Nantes
TX-00092378,USR-84675,Alimentation,1054.84,3,Lille
TX-00092379,USR-62560,Mode,703.0,2,Marseille
TX-00092380,USR-23387,Électronique,943.29,2,Nantes
TX-00092381,USR-29477,Maison,7.01,5,Nantes
TX-00092382,USR-96777,Maison,505.06,4,Nantes
TX-00092383,USR-43836,Électronique,1055.21,5,Paris
TX-00092384,USR-23876,Électronique,347.2,4,Lille
TX-00092385,USR-91819,Maison,96.95,5,Bordeaux
TX-00092386,USR-69222,Électronique,622.73,1,Lyon
TX-00092387,USR-99149,Mode,711.21,5,Bordeaux
TX-00092388,USR-55325,Électronique,986.06,1,Nantes
TX-00092389,USR-94249,Alimentation,572.56,5,Nantes
TX-00092390,USR-28282,Maison,58.53,5,Paris
TX-00092391,USR-44836,Sports,922.63,2,Paris
TX-00092392,USR-64128,Alimentation,718.48,1,Bordeaux
TX-00092393,USR-91058,Sports,989.68,3,Marseille
TX-00092394,USR-51690,Mode,1179.18,1,Paris
TX-00092395,USR-79269,Électronique,862.09,5,Lyon
TX-00092396,USR-98649,Électronique,397.32,4,Nantes
TX-00092397,USR-34505,Sports,689.45,5,Lyon
TX-00092398,USR-68124,Alimentation,1100.53,2,Toulouse
TX-00092399,USR-40303,Maison,344.72,2,Lille
TX-00092400,USR-37941,Sports,1180.26,4,Lille
TX-00092401,USR-40332,Alimentation,831.45,4,Lille
TX-00092402,USR-45806,Maison,603.58,5,Marseille
TX-00092403,USR-49890,Alimentation,5.63,2,Lille
TX-00092404,USR-91571,Alimentation,465.29,5,Paris
TX-00092405,USR-81247,Sports,315.21,3,Nantes
TX-00092406,USR-97621,Sports,375.12,5,Nantes
TX-00092407,USR-18735,Maison,1066.33,5,Paris
TX-00092408,USR-53060,Sports,142.99,3,Nantes
TX-00092409,USR-15178,Mode,292.05,2,Lille
TX-00092410,USR-95099,Maison,954.42,5,Lille
TX-00092411,USR-49637,Maison,807.4,3,Marseille
TX-00092412,USR-69578,Mode,704.04,1,Bordeaux
TX-00092413,USR-79625,Alimentation,778.01,4,Lille
TX-00092414,USR-87149,Électronique,952.86,5,Paris
TX-00092415,USR-35116,Mode,496.31,4,Lille
TX-00092416,USR-63592,Alimentation,51.35,4,Bordeaux
TX-00092417,USR-53980,Maison,42.61,2,Bordeaux
TX-00092418,USR-14476,Mode,293.52,4,Nantes
TX-00092419,USR-92839,Maison,527.41,4,Nantes
TX-00092420,USR-81524,Sports,813.46,2,Paris
TX-00092421,USR-95409,Électronique,411.89,4,Nantes
TX-00092422,USR-74524,Électronique,886.83,4,Nantes
TX-00092423,USR-98170,Sports,559.27,2,Bordeaux
TX-00092424,USR-21738,Maison,644.82,1,Lille
TX-00092425,USR-87925,Électronique,212.64,4,Nantes
TX-00092426,USR-60942,Alimentation,871.38,3,Marseille
TX-00092427,USR-43575,Mode,776.11,3,Paris
TX-00092428,USR-69653,Sports,1188.19,2,Marseille
TX-00092429,USR-95649,Mode,168.06,1,Lille
TX-00092430,USR-92869,Maison,514.17,4,Lyon
TX-00092431,USR-55866,Maison,881.5,3,Marseille
TX-00092432,USR-62902,Électronique,307.06,1,Toulouse
TX-00092433,USR-28522,Alimentation,802.77,1,Nantes
TX-00092434,USR-93209,Maison,1084.08,1,Nantes
TX-00092435,USR-22691,Maison,1090.89,4,Nantes
TX-00092436,USR-21371,Mode,1154.91,5,Nantes
TX-00092437,USR-67875,Mode,762.28,1,Bordeaux
TX-00092438,USR-47861,Mode,180.94,1,Bordeaux
TX-00092439,USR-70978,Électronique,219.26,3,Paris
TX-00092440,USR-83181,Mode,1166.52,5,Bordeaux
TX-00092441,USR-67466,Alimentation,644.25,3,Toulouse
TX-00092442,USR-21283,Mode,124.73,1,Bordeaux
TX-00092443,USR-85253,Alimentation,640.64,4,Nantes
TX-00092444,USR-89617,Mode,559.74,5,Lyon
TX-00092445,USR-69818,Mode,216.17,3,Paris
TX-00092446,USR-26059,Alimentation,989.59,4,Toulouse
TX-00092447,USR-22537,Maison,763.64,1,Lyon
TX-00092448,USR-81750,Mode,712.35,2,Marseille
TX-00092449,USR-10817,Sports,223.31,5,Paris
TX-00092450,USR-54714,Électronique,1116.93,3,Toulouse
TX-00092451,USR-95502,Mode,159.55,1,Marseille
TX-00092452,USR-28926,Électronique,947.66,1,Marseille
TX-00092453,USR-44866,Électronique,214.56,2,Marseille
TX-00092454,USR-20536,Électronique,405.42,3,Lille
TX-00092455,USR-70187,Alimentation,1072.36,5,Bordeaux
TX-00092456,USR-51107,Électronique,542.38,5,Nantes
TX-00092457,USR-30572,Électronique,1003.06,2,Bordeaux
TX-00092458,USR-87709,Maison,643.74,1,Marseille
TX-00092459,USR-28101,Sports,30.01,3,Marseille
TX-00092460,USR-43693,Maison,201.35,2,Bordeaux
TX-00092461,USR-80030,Électronique,218.02,3,Paris
TX-00092462,USR-17735,Mode,64.93,5,Nantes
TX-00092463,USR-99421,Électronique,12.8,3,Toulouse
TX-00092464,USR-32905,Alimentation,298.39,1,Lyon
TX-00092465,USR-79676,Sports,1114.87,4,Nantes
TX-00092466,USR-98424,Sports,430.74,1,Lyon
TX-00092467,USR-20162,Mode,573.81,1,Toulouse
TX-00092468,USR-77949,Maison,60.72,3,Bordeaux
TX-00092469,USR-70456,Électronique,114.98,1,Bordeaux
TX-00092470,USR-38481,Maison,947.5,1,Paris
TX-00092471,USR-55019,Mode,815.96,2,Paris
TX-00092472,USR-20866,Sports,598.92,3,Lyon
TX-00092473,USR-56151,Sports,447.69,5,Bordeaux
TX-00092474,USR-50757,Alimentation,192.63,2,Lille
TX-00092475,USR-84960,Mode,1086.92,4,Bordeaux
TX-00092476,USR-79009,Électronique,734.26,1,Bordeaux
TX-00092477,USR-90454,Sports,51.72,5,Toulouse
TX-00092478,USR-11611,Électronique,635.63,5,Paris
TX-00092479,USR-66097,Mode,423.43,3,Bordeaux
TX-00092480,USR-88777,Maison,298.12,4,Toulouse
TX-00092481,USR-22530,Sports,708.47,2,Lille
TX-00092482,USR-66021,Maison,973.44,5,Paris
TX-00092483,USR-11535,Alimentation,466.4,1,Lyon
TX-00092484,USR-86907,Électronique,413.3,5,Nantes
TX-00092485,USR-65689,Électronique,850.58,2,Paris
TX-00092486,USR-93089,Électronique,317.73,1,Bordeaux
TX-00092487,USR-85812,Sports,688.73,3,Lyon
TX-00092488,USR-52830,Mode,745.23,2,Paris
TX-00092489,USR-67411,Électronique,697.28,5,Marseille
TX-00092490,USR-64069,Maison,368.23,5,Nantes
TX-00092491,USR-50719,Alimentation,218.54,1,Lyon
TX-00092492,USR-59924,Maison,1020.02,3,Marseille
TX-00092493,USR-15763,Électronique,311.32,4,Lille
TX-00092494,USR-79927,Sports,113.65,3,Lyon
TX-00092495,USR-53421,Maison,62.59,1,Toulouse
TX-00092496,USR-40252,Alimentation,622.36,1,Marseille
TX-00092497,USR-11978,Électronique,480.72,5,Lyon
TX-00092498,USR-77744,Alimentation,759.4,4,Bordeaux
TX-00092499,USR-73557,Sports,229.22,2,Lyon
TX-00092500,USR-98121,Alimentation,48.63,1,Toulouse
TX-00092501,USR-70632,Maison,78.44,4,Bordeaux
TX-00092502,USR-57635,Électronique,514.39,2,Nantes
TX-00092503,USR-43030,Sports,148.04,3,Lille
TX-00092504,USR-16809,Électronique,899.56,4,Marseille
TX-00092505,USR-44941,Maison,635.2,2,Nantes
TX-00092506,USR-18430,Électronique,188.74,1,Lille
TX-00092507,USR-48684,Maison,683.38,5,Toulouse
TX-00092508,USR-83743,Sports,957.15,1,Paris
TX-00092509,USR-37643,Alimentation,62.01,3,Bordeaux
TX-00092510,USR-64030,Mode,296.64,2,Marseille
TX-00092511,USR-26616,Sports,248.64,2,Bordeaux
TX-00092512,USR-35789,Maison,864.52,1,Paris
TX-00092513,USR-88717,Électronique,990.91,5,Toulouse
TX-00092514,USR-69348,Alimentation,473.4,4,Bordeaux
TX-00092515,USR-75284,Alimentation,891.44,1,Toulouse
TX-00092516,USR-91769,Électronique,456.9,1,Paris
TX-00092517,USR-93935,Sports,818.33,1,Toulouse
TX-00092518,USR-59331,Sports,342.18,3,Lyon
TX-00092519,USR-10622,Maison,710.14,5,Paris
TX-00092520,USR-78304,Maison,567.99,5,Nantes
TX-00092521,USR-12251,Maison,762.87,1,Bordeaux
TX-00092522,USR-77535,Sports,24.3,2,Toulouse
TX-00092523,USR-45527,Sports,340.81,4,Toulouse
TX-00092524,USR-32305,Électronique,427.48,2,Bordeaux
TX-00092525,USR-37528,Électronique,689.0,4,Lille
TX-00092526,USR-99597,Mode,743.0,5,Toulouse
TX-00092527,USR-79904,Maison,810.6,2,Nantes
TX-00092528,USR-21853,Mode,272.92,2,Bordeaux
TX-00092529,USR-56030,Mode,262.88,5,Bordeaux
TX-00092530,USR-65991,Mode,853.86,2,Paris
TX-00092531,USR-66880,Sports,476.26,2,Lille
TX-00092532,USR-12978,Sports,760.17,3,Marseille
TX-00092533,USR-10704,Électronique,1009.76,5,Bordeaux
TX-00092534,USR-45510,Sports,200.13,1,Lyon
TX-00092535,USR-34391,Électronique,1089.5,1,Lille
TX-00092536,USR-48613,Alimentation,622.86,1,Lille
TX-00092537,USR-32015,Maison,1040.35,2,Lille
TX-00092538,USR-21467,Électronique,787.15,1,Lille
TX-00092539,USR-79794,Électronique,344.34,4,Toulouse
TX-00092540,USR-87742,Maison,145.25,5,Nantes
TX-00092541,USR-29385,Mode,34.03,4,Lille
TX-00092542,USR-38520,Sports,276.72,5,Toulouse
TX-00092543,USR-67137,Maison,797.93,3,Nantes
TX-00092544,USR-48591,Alimentation,501.03,3,Paris
TX-00092545,USR-51771,Sports,307.7,4,Bordeaux
TX-00092546,USR-28939,Alimentation,685.38,5,Bordeaux
TX-00092547,USR-88025,Maison,1018.04,1,Lyon
TX-00092548,USR-49753,Sports,551.82,4,Marseille
TX-00092549,USR-89287,Alimentation,796.9,2,Nantes
TX-00092550,USR-21544,Sports,1054.4,1,Toulouse
TX-00092551,USR-43556,Maison,1050.58,2,Marseille
TX-00092552,USR-69513,Mode,552.33,2,Bordeaux
TX-00092553,USR-85163,Alimentation,470.39,1,Lille
TX-00092554,USR-13132,Alimentation,146.89,3,Bordeaux
TX-00092555,USR-37757,Sports,804.36,2,Paris
TX-00092556,USR-45183,Électronique,109.58,5,Lyon
TX-00092557,USR-64380,Maison,258.39,3,Marseille
TX-00092558,USR-89715,Maison,77.65,2,Nantes
TX-00092559,USR-72306,Sports,563.92,5,Lyon
TX-00092560,USR-73155,Électronique,914.71,5,Paris
TX-00092561,USR-39455,Sports,830.41,4,Paris
TX-00092562,USR-32431,Alimentation,705.26,3,Lyon
TX-00092563,USR-39134,Électronique,1162.85,3,Bordeaux
TX-00092564,USR-66393,Mode,81.59,2,Toulouse
TX-00092565,USR-91233,Sports,590.6,5,Lyon
TX-00092566,USR-84728,Sports,168.47,4,Nantes
TX-00092567,USR-39425,Mode,1041.32,5,Marseille
TX-00092568,USR-45695,Sports,389.06,4,Marseille
TX-00092569,USR-59032,Maison,1049.58,4,Lyon
TX-00092570,USR-26329,Électronique,217.08,4,Marseille
TX-00092571,USR-73073,Mode,298.28,4,Toulouse
TX-00092572,USR-64489,Électronique,578.4,5,Toulouse
TX-00092573,USR-80910,Sports,1118.17,3,Toulouse
TX-00092574,USR-86367,Mode,77.47,5,Toulouse
TX-00092575,USR-34321,Maison,272.95,2,Nantes
TX-00092576,USR-45191,Maison,974.32,1,Lille
TX-00092577,USR-38072,Alimentation,1058.1,1,Nantes
TX-00092578,USR-63341,Électronique,832.05,3,Lyon
TX-00092579,USR-75488,Sports,898.85,2,Paris
TX-00092580,USR-98082,Sports,416.23,2,Lyon
TX-00092581,USR-47069,Maison,780.58,3,Lille
TX-00092582,USR-26757,Électronique,1018.76,2,Nantes
TX-00092583,USR-87751,Mode,167.12,3,Marseille
TX-00092584,USR-45132,Sports,1018.1,1,Paris
TX-00092585,USR-37201,Sports,636.13,5,Lille
TX-00092586,USR-67225,Maison,811.76,5,Marseille
TX-00092587,USR-51320,Sports,991.97,2,Paris
TX-00092588,USR-57100,Sports,78.67,3,Lyon
TX-00092589,USR-10313,Électronique,553.67,5,Toulouse
TX-00092590,USR-26643,Alimentation,220.74,5,Bordeaux
TX-00092591,USR-54303,Alimentation,224.04,5,Lyon
TX-00092592,USR-56596,Maison,1160.68,1,Nantes
TX-00092593,USR-95709,Mode,340.37,4,Toulouse
TX-00092594,USR-67360,Alimentation,188.52,4,Lille
TX-00092595,USR-21333,Maison,78.14,4,Toulouse
TX-00092596,USR-58040,Mode,563.32,1,Lyon
TX-00092597,USR-87885,Mode,102.96,2,Marseille
TX-00092598,USR-12571,Alimentation,143.86,3,Nantes
TX-00092599,USR-13950,Mode,408.44,1,Nantes
TX-00092600,USR-22242,Maison,7.78,3,Toulouse
TX-00092601,USR-81944,Sports,728.24,5,Marseille
TX-00092602,USR-66552,Sports,756.25,3,Lille
TX-00092603,USR-65301,Mode,296.54,2,Lyon
TX-00092604,USR-92927,Électronique,787.66,2,Lyon
TX-00092605,USR-42780,Maison,189.01,3,Lyon
TX-00092606,USR-60822,Électronique,1109.1,1,Nantes
TX-00092607,USR-40649,Sports,277.19,2,Lille
TX-00092608,USR-59354,Alimentation,413.96,1,Nantes
TX-00092609,USR-13843,Sports,1123.09,1,Nantes
TX-00092610,USR-60798,Électronique,1064.82,5,Nantes
TX-00092611,USR-99733,Mode,848.92,2,Paris
TX-00092612,USR-83438,Sports,594.7,3,Toulouse
TX-00092613,USR-92545,Mode,233.57,2,Nantes
TX-00092614,USR-44610,Mode,1123.47,1,Lille
TX-00092615,USR-21249,Électronique,1164.64,1,Lille
TX-00092616,USR-47871,Maison,633.45,4,Toulouse
TX-00092617,USR-60323,Électronique,942.09,2,Lille
TX-00092618,USR-45963,Électronique,170.43,1,Lille
TX-00092619,USR-18230,Maison,146.93,2,Toulouse
TX-00092620,USR-74151,Électronique,1149.03,1,Nantes
TX-00092621,USR-68642,Électronique,852.98,2,Bordeaux
TX-00092622,USR-84787,Alimentation,382.32,4,Marseille
TX-00092623,USR-28573,Électronique,1091.39,1,Nantes
TX-00092624,USR-21889,Alimentation,95.17,3,Lyon
TX-00092625,USR-43427,Mode,216.27,4,Nantes
TX-00092626,USR-71266,Sports,1118.72,1,Nantes
TX-00092627,USR-70716,Électronique,746.99,2,Toulouse
TX-00092628,USR-13413,Maison,794.57,4,Nantes
TX-00092629,USR-41634,Mode,551.4,3,Lille
TX-00092630,USR-69385,Maison,252.76,4,Nantes
TX-00092631,USR-67109,Électronique,671.58,1,Paris
TX-00092632,USR-84006,Sports,340.42,3,Paris
TX-00092633,USR-45464,Mode,215.66,2,Marseille
TX-00092634,USR-84546,Mode,344.37,3,Bordeaux
TX-00092635,USR-30066,Maison,1144.01,5,Nantes
TX-00092636,USR-83412,Alimentation,635.69,3,Marseille
TX-00092637,USR-53926,Maison,64.44,3,Bordeaux
TX-00092638,USR-30639,Mode,604.27,4,Nantes
TX-00092639,USR-25293,Maison,605.3,2,Bordeaux
TX-00092640,USR-68682,Électronique,7.56,5,Toulouse
TX-00092641,USR-66524,Mode,963.1,1,Nantes
TX-00092642,USR-13629,Sports,466.69,5,Nantes
TX-00092643,USR-92493,Alimentation,98.07,2,Lille
TX-00092644,USR-86153,Alimentation,192.8,1,Paris
TX-00092645,USR-21129,Électronique,387.16,1,Toulouse
TX-00092646,USR-58120,Sports,81.65,1,Bordeaux
TX-00092647,USR-98216,Électronique,750.99,2,Lille
TX-00092648,USR-87944,Sports,583.57,1,Nantes
TX-00092649,USR-42593,Maison,276.52,3,Bordeaux
TX-00092650,USR-89897,Sports,275.5,5,Bordeaux
TX-00092651,USR-53380,Maison,782.35,5,Nantes
TX-00092652,USR-46037,Alimentation,682.6,4,Marseille
TX-00092653,USR-66750,Mode,16.86,2,Toulouse
TX-00092654,USR-12962,Mode,635.06,2,Nantes
TX-00092655,USR-36214,Alimentation,552.0,5,Paris
TX-00092656,USR-80309,Mode,659.36,2,Nantes
TX-00092657,USR-18254,Alimentation,615.31,5,Lille
TX-00092658,USR-25573,Mode,777.18,4,Nantes
TX-00092659,USR-37663,Électronique,71.54,2,Marseille
TX-00092660,USR-59167,Électronique,552.31,5,Toulouse
TX-00092661,USR-25396,Alimentation,970.34,4,Lille
TX-00092662,USR-98684,Maison,1058.15,1,Lille
TX-00092663,USR-37155,Mode,461.16,5,Paris
TX-00092664,USR-43866,Alimentation,151.13,2,Marseille
TX-00092665,USR-49587,Maison,676.46,5,Lyon
TX-00092666,USR-37118,Sports,716.15,2,Nantes
TX-00092667,USR-25194,Maison,138.06,1,Toulouse
TX-00092668,USR-93434,Maison,934.28,4,Nantes
TX-00092669,USR-70031,Sports,465.62,4,Lille
TX-00092670,USR-90012,Sports,1124.49,1,Marseille
TX-00092671,USR-32503,Électronique,86.7,2,Toulouse
TX-00092672,USR-99706,Maison,607.82,1,Bordeaux
TX-00092673,USR-89056,Alimentation,183.42,3,Lyon
TX-00092674,USR-65192,Maison,325.08,4,Bordeaux
TX-00092675,USR-98919,Mode,159.08,2,Nantes
TX-00092676,USR-44702,Maison,1150.05,3,Toulouse
TX-00092677,USR-58351,Alimentation,310.29,3,Lille
TX-00092678,USR-71345,Mode,10.03,2,Marseille
TX-00092679,USR-20796,Électronique,704.3,3,Paris
TX-00092680,USR-96617,Maison,905.94,5,Bordeaux
TX-00092681,USR-73972,Sports,210.57,4,Toulouse
TX-00092682,USR-33924,Maison,671.25,3,Lyon
TX-00092683,USR-33772,Mode,447.03,2,Lyon
TX-00092684,USR-54333,Électronique,495.37,2,Bordeaux
TX-00092685,USR-53066,Électronique,936.4,1,Bordeaux
TX-00092686,USR-33770,Mode,847.49,1,Paris
TX-00092687,USR-72411,Mode,1078.99,5,Nantes
TX-00092688,USR-18350,Mode,517.76,4,Toulouse
TX-00092689,USR-29017,Électronique,1087.48,1,Nantes
TX-00092690,USR-82478,Électronique,129.78,1,Toulouse
TX-00092691,USR-87973,Maison,242.34,5,Bordeaux
TX-00092692,USR-63986,Mode,776.79,5,Toulouse
TX-00092693,USR-56856,Mode,327.84,4,Marseille
TX-00092694,USR-25806,Sports,538.07,5,Bordeaux
TX-00092695,USR-88530,Maison,507.21,4,Marseille
TX-00092696,USR-73741,Maison,833.45,5,Lyon
TX-00092697,USR-21350,Alimentation,96.01,2,Lyon
TX-00092698,USR-42279,Alimentation,169.75,4,Lille
TX-00092699,USR-88441,Maison,244.93,3,Nantes
TX-00092700,USR-22861,Maison,482.8,3,Nantes
TX-00092701,USR-35901,Maison,873.01,4,Lyon
TX-00092702,USR-94912,Électronique,63.57,2,Paris
TX-00092703,USR-11238,Alimentation,1180.94,2,Marseille
TX-00092704,USR-22498,Électronique,746.54,1,Toulouse
TX-00092705,USR-48073,Sports,1020.74,1,Nantes
TX-00092706,USR-19017,Sports,833.18,2,Paris
TX-00092707,USR-31821,Électronique,1083.63,2,Lyon
TX-00092708,USR-93627,Mode,556.86,3,Lille
TX-00092709,USR-70603,Maison,71.88,3,Lille
TX-00092710,USR-42127,Maison,590.55,2,Lyon
TX-00092711,USR-21130,Électronique,906.05,4,Paris
TX-00092712,USR-14184,Mode,734.84,4,Lille
TX-00092713,USR-42470,Maison,714.98,4,Lyon
TX-00092714,USR-54350,Mode,952.27,3,Lille
TX-00092715,USR-41380,Mode,663.53,3,Lille
TX-00092716,USR-21509,Électronique,24.83,3,Paris
TX-00092717,USR-21970,Mode,895.93,4,Marseille
TX-00092718,USR-81909,Mode,995.76,3,Paris
TX-00092719,USR-40320,Mode,1053.21,5,Marseille
TX-00092720,USR-28998,Sports,119.14,1,Nantes
TX-00092721,USR-68048,Alimentation,525.22,1,Toulouse
TX-00092722,USR-63754,Mode,700.78,2,Lyon
TX-00092723,USR-61941,Mode,541.61,4,Toulouse
TX-00092724,USR-28313,Sports,239.49,3,Lyon
TX-00092725,USR-10687,Électronique,33.94,1,Lyon
TX-00092726,USR-56759,Sports,396.05,2,Lyon
TX-00092727,USR-11456,Alimentation,101.5,3,Lyon
TX-00092728,USR-59162,Alimentation,807.23,4,Toulouse
TX-00092729,USR-70600,Sports,1043.28,2,Paris
TX-00092730,USR-42551,Alimentation,740.41,4,Nantes
TX-00092731,USR-46939,Sports,623.67,3,Toulouse
TX-00092732,USR-81173,Électronique,931.46,2,Marseille
TX-00092733,USR-28725,Électronique,631.03,4,Nantes
TX-00092734,USR-12255,Maison,440.12,2,Paris
TX-00092735,USR-62303,Mode,1012.6,1,Toulouse
TX-00092736,USR-13358,Mode,539.07,3,Bordeaux
TX-00092737,USR-27129,Mode,695.35,2,Toulouse
TX-00092738,USR-40830,Sports,285.79,5,Marseille
TX-00092739,USR-27627,Électronique,495.32,1,Lyon
TX-00092740,USR-61761,Mode,44.28,4,Lyon
TX-00092741,USR-15059,Alimentation,565.25,3,Lille
TX-00092742,USR-33125,Mode,1043.59,4,Paris
TX-00092743,USR-81199,Sports,1084.3,2,Bordeaux
TX-00092744,USR-14738,Sports,1137.97,3,Marseille
TX-00092745,USR-72605,Électronique,1175.35,2,Marseille
TX-00092746,USR-43317,Maison,50.07,2,Toulouse
TX-00092747,USR-92046,Alimentation,334.55,5,Lille
TX-00092748,USR-56556,Sports,352.92,5,Toulouse
TX-00092749,USR-79447,Alimentation,336.81,1,Marseille
TX-00092750,USR-24411,Sports,244.05,1,Lille
TX-00092751,USR-42645,Mode,886.87,5,Paris
TX-00092752,USR-76394,Alimentation,972.88,2,Marseille
